id,lambda,omega,z_0,X_0,Y_0,ds_0,e_0,v_0,xf_0,yf_0,f1_0,f2_0,f3_0,phi1(1)_0,phi1(2)_0,phi2(1)_0,phi2(2)_0,phi3(1)_0,phi3(2)_0,psi1(1)_0,psi1(2)_0,psi2(1)_0,psi2(2)_0,psi3(1)_0,psi3(2)_0,z_1,X_1,Y_1,ds_1,e_1,v_1,xf_1,yf_1,f2_1,f3_1,df2_1,df3_1,phi2(1)_1,phi2(2)_1,phi3(1)_1,phi3(2)_1,psi2(1)_1,psi2(2)_1,psi3(1)_1,psi3(2)_1,z_2,X_2,Y_2,ds_2,e_2,v_2,xf_2,yf_2,f3_2,df3_2,phi3(1)_2,phi3(2)_2,psi3(1)_2,psi3(2)_2,z_3,X_3,Y_3,ds_3,e_3,w_3,time,lb,ubm,ubb,states...
lambda0.1omega0n15,0.1,0,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07631e+07,31487.2,224918,92700.1,0,3.07631e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20433e+07,32813.2,227241,97685.9,0,6.40882e+07,0,0,0,0,0,0,0,0,3.21488e+07,32947.8,228166,101282,0,0,8867,-8.1498e+07,-8.10519e+07,-7.76275e+07,15,21,30,
lambda0.1omega0n15nox,0.1,0,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-736607,32094.9,226809,94590.7,0,-736607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-783141,32760.5,227629,98074.3,0,-1.55044e+06,0,0,0,0,0,0,0,0,-844164,33494.6,229949,103065,0,0,9749,2.62128e+06,2.80244e+06,3.28259e+06,15,21,30,
lambda0.1omega0.5n15,0.1,0.5,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06824e+07,31412.6,225633,93415.3,0,3.06824e+07,70.5524,376.097,0,0,0,0,0,0,0,0,0,0,0,0,3.15376e+07,32294.6,226657,97101.6,0,6.34985e+07,-149.024,-356.846,0,0,0,0,0,0,3.20911e+07,32866.7,227959,101075,0,0,8520,-8.22763e+07,-8.12596e+07,-7.74379e+07,15,21,30,
lambda0.1omega0.5n15nox,0.1,0.5,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-719627,31432.9,224547,92328.9,0,-719627,-138.943,-682.845,0,0,0,0,0,0,0,0,0,0,0,0,-755222,32078.5,225757,96202.3,0,-1.50483e+06,-64.2676,-33.9526,0,0,0,0,0,0,-810989,32915.1,228044,101160,0,0,9526,2.59609e+06,2.59387e+06,2.9619e+06,15,21,30,
lambda0.1omega1n15,0.1,1,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07717e+07,31489.9,225165,92946.9,0,3.07717e+07,401.767,1110.23,0,0,0,0,0,0,0,0,0,0,0,0,3.21949e+07,32965.1,228184,98629,0,6.42488e+07,-201.125,-1399.82,0,0,0,0,0,0,3.22393e+07,33026.5,227403,100519,0,0,7544,-8.36744e+07,-8.43192e+07,-7.95756e+07,15,21,30,
lambda0.1omega1n15nox,0.1,1,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-731031,31489.9,225165,92946.9,0,-731031,206.825,356.488,0,0,0,0,0,0,0,0,0,0,0,0,-782142,32770.2,227430,97875.2,0,-1.54363e+06,-247.257,-567.429,0,0,0,0,0,0,-806859,32935.5,228101,101217,0,0,7221,2.62054e+06,2.90884e+06,3.33212e+06,15,21,30,
lambda0.55omega0n15,0.55,0,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12223e+07,31941.2,225793,93575.3,0,3.12223e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24773e+07,33246.9,228552,98997.5,0,6.50006e+07,0,0,0,0,0,0,0,0,3.27458e+07,33533.5,229444,102560,0,0,8539,-5.42942e+07,-5.1544e+07,-4.23595e+07,15,21,30,
lambda0.55omega0n15nox,0.55,0,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-723180,31939.6,225914,93696.2,0,-723180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-774334,33131.6,228498,98942.5,0,-1.52765e+06,0,0,0,0,0,0,0,0,-784276,33030.1,228744,101860,0,0,9388,5.3649e+06,6.39593e+06,7.89993e+06,15,21,30,
lambda0.55omega0.5n15,0.55,0.5,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10463e+07,31761.6,225170,92952,0,3.10463e+07,249.809,95.1325,0,0,0,0,0,0,0,0,0,0,0,0,3.21503e+07,32904.4,227020,97465.1,0,6.44902e+07,57.8593,-120.697,0,0,0,0,0,0,3.22979e+07,33074.4,227402,100518,0,0,8550,-5.92702e+07,-5.70964e+07,-4.93031e+07,15,21,30,
lambda0.55omega0.5n15nox,0.55,0.5,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-718842,31524.7,225306,93087.7,0,-718842,148.276,668.68,0,0,0,0,0,0,0,0,0,0,0,0,-755612,33017.6,228003,98447.8,0,-1.50441e+06,128.956,795.121,0,0,0,0,0,0,-791172,33130.3,229196,102312,0,0,9380,5.21391e+06,6.51636e+06,8.57108e+06,15,21,30,
lambda0.55omega1n15,0.55,1,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0752e+07,31489.9,225165,92946.9,0,3.0752e+07,-212.809,-714.82,0,0,0,0,0,0,0,0,0,0,0,0,3.15904e+07,32350.5,226359,96803.9,0,6.36238e+07,-411.001,-1254.07,0,0,0,0,0,0,3.18388e+07,32608.6,226978,100094,0,0,3776,-6.75767e+07,-6.62753e+07,-6.07004e+07,15,21,30,
lambda0.55omega1n15nox,0.55,1,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-728556,31489.9,225165,92946.9,0,-728556,-31.6827,-311.402,0,0,0,0,0,0,0,0,0,0,0,0,-750548,32531.7,226762,97207.3,0,-1.50946e+06,-141.53,-868.384,0,0,0,0,0,0,-788422,32955.6,227568,100684,0,0,3791,5.08558e+06,4.65689e+06,4.87117e+06,15,21,30,
lambda1omega0n15,1,0,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0813e+07,31525.5,224658,92439.9,0,3.0813e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1974e+07,32735.1,227590,98034.6,0,6.40709e+07,0,0,0,0,0,0,0,0,3.2393e+07,33203.2,228169,101285,0,0,8405,-2.71976e+07,-7.39091e+06,2.29781e+07,15,21,30,
lambda1omega0n15nox,1,0,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-726907,31458.8,224726,92507.9,0,-726907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-760593,32824.3,227182,97627.3,0,-1.51779e+06,0,0,0,0,0,0,0,0,-780784,33341,229965,103081,0,0,900,8.5351e+06,1.33689e+07,1.87523e+07,15,21,30,
lambda1omega0.5n15,1,0.5,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07875e+07,31500.7,225043,92825.5,0,3.07875e+07,-72.9269,-927.172,0,0,0,0,0,0,0,0,0,0,0,0,3.16904e+07,32430.3,225952,96397.1,0,6.37607e+07,-237.286,-1003.03,0,0,0,0,0,0,3.18141e+07,32561.2,226607,99723.2,0,0,8555,-3.63716e+07,-3.08229e+07,-1.59201e+07,15,21,30,
lambda1omega0.5n15nox,1,0.5,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-709991,31440.9,224586,92367.5,0,-709991,89.0415,442.636,0,0,0,0,0,0,0,0,0,0,0,0,-758022,32900.3,227972,98416.5,0,-1.4976e+06,-211.287,-534.935,0,0,0,0,0,0,-799486,33183.8,228283,101399,0,0,1737,8.2125e+06,1.01876e+07,1.40606e+07,15,21,30,
lambda1omega1n15,1,1,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0765e+07,31489.9,225165,92946.9,0,3.0765e+07,132.231,-477.38,0,0,0,0,0,0,0,0,0,0,0,0,3.1929e+07,32695.6,226596,97041.4,0,6.39758e+07,-57.5923,425.869,0,0,0,0,0,0,3.23785e+07,33174.1,229186,102302,0,0,3148,-5.16602e+07,-4.87935e+07,-3.75532e+07,15,21,30,
lambda1omega1n15nox,1,1,-0,33735.4,246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-706475,31489.9,225165,92946.9,0,-706475,-344.914,-321.081,0,0,0,0,0,0,0,0,0,0,0,0,-731625,32218.4,226753,97197.7,0,-1.46754e+06,11.108,579.057,0,0,0,0,0,0,-776393,32890.8,228481,101597,0,0,1168,7.55832e+06,7.76423e+06,9.38536e+06,15,21,30,
