id,lambda,omega,z_0,X_0,Y_0,ds_0,e_0,v_0,xf_0,yf_0,f1_0,f2_0,f3_0,phi1(1)_0,phi1(2)_0,phi2(1)_0,phi2(2)_0,phi3(1)_0,phi3(2)_0,psi1(1)_0,psi1(2)_0,psi2(1)_0,psi2(2)_0,psi3(1)_0,psi3(2)_0,z_1,X_1,Y_1,ds_1,e_1,v_1,xf_1,yf_1,f2_1,f3_1,df2_1,df3_1,phi2(1)_1,phi2(2)_1,phi3(1)_1,phi3(2)_1,psi2(1)_1,psi2(2)_1,psi3(1)_1,psi3(2)_1,z_2,X_2,Y_2,ds_2,e_2,v_2,xf_2,yf_2,f3_2,df3_2,phi3(1)_2,phi3(2)_2,psi3(1)_2,psi3(2)_2,z_3,X_3,Y_3,ds_3,e_3,w_3,time,lb,ubm,ubb,states...
varrho0.91n15,0.55,0.5,-1.47427e+06,33735.4,246974,0,0,0,0,0,186512,22818.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13988e+07,31493.8,225131,-93599.1,0,3.13988e+07,118.788,27.983,98704.5,32815.4,75886.1,32815.4,0,0,0,0,0,0,0,0,3.23743e+07,32492.5,226443,-1816.49,0,6.68784e+07,-85.1172,-147.171,69984.3,37168.8,0,0,0,0,3.28051e+07,33103.8,228895,32026.4,0,0,17943,-5.38021e+07,-5.25681e+07,-4.62447e+07,15,21,30,
varrho0.92n15,0.55,0.5,-1.16106e+06,33735.4,246974,0,0,0,0,0,161578,13.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12588e+07,31605.2,226115,-67681.3,0,3.12588e+07,96.2944,-222.903,66747.8,34465.3,66734.3,34465.3,0,0,0,0,0,0,0,0,3.23203e+07,32773.8,227356,31052.8,0,6.62973e+07,160.933,1322.36,81326.9,46861.7,0,0,0,0,3.30502e+07,33160.6,229686,21474.7,0,0,17197,-5.49568e+07,-5.26131e+07,-4.60157e+07,15,21,30,
varrho0.93n15,0.55,0.5,-1.33962e+06,33735.4,246974,0,0,0,0,0,178933,5872.79,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10307e+07,31395.4,224817,-86333.8,0,3.10307e+07,-207.806,-277.697,97334.1,41241.3,91461.3,41241.3,0,0,0,0,0,0,0,0,3.26232e+07,32804.4,227242,353.281,0,6.59895e+07,160.154,112.286,88962.2,47720.9,0,0,0,0,3.30901e+07,33245.3,228228,12381.6,0,0,17822,-5.60166e+07,-5.30429e+07,-4.59215e+07,15,21,30,
varrho0.94n15,0.55,0.5,-1.08317e+06,33735.4,246974,0,0,0,0,0,147543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10274e+07,31395.1,224885,-54876,0,3.10274e+07,-63.5608,308.236,76343.3,34800.1,76343.3,34800.1,0,0,0,0,0,0,0,0,3.23245e+07,32674.2,227842,21943.3,0,6.53324e+07,-170.239,-520.683,63820.3,29020.3,0,0,0,0,3.26617e+07,32963.9,228248,37543.6,0,0,17155,-5.70224e+07,-5.73203e+07,-5.33127e+07,15,21,30,
varrho0.95n15,0.55,0.5,-1.23503e+06,33735.4,246974,0,0,0,0,0,166458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09967e+07,31392.7,225001,-73675,0,3.09967e+07,-96.6166,-36.6738,72050.6,27989,72050.6,27989,0,0,0,0,0,0,0,0,3.20217e+07,32260.6,226600,24994.6,0,6.46498e+07,303.369,1174.27,55789.3,27800.3,0,0,0,0,3.31652e+07,33431.4,229497,46823.7,0,0,17321,-5.79731e+07,-5.844e+07,-5.27565e+07,15,21,30,
varrho0.96n15,0.55,0.5,-514021,33735.4,246974,0,0,0,0,0,68558.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05889e+07,31404.4,224914,24137.8,0,3.05889e+07,-7.11528,324.485,55903.4,23005,55903.4,23005,0,0,0,0,0,0,0,0,3.1752e+07,32254,226728,41269.9,0,6.36154e+07,-57.9551,-256.413,51339.9,28334.9,0,0,0,0,3.25899e+07,32980.7,227961,49737,0,0,17138,-5.9187e+07,-5.81144e+07,-5.18183e+07,15,21,30,
varrho0.97n15,0.55,0.5,-1.2539e+06,33735.4,246974,0,0,0,0,0,141575,24492.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06371e+07,31309.1,224196,-49445.2,151.641,3.06371e+07,-61.9988,-150.466,114810,31868.4,90317.5,31868.4,0,0,0,0,0,0,0,0,3.26491e+07,32617.3,226569,-17829.4,118.265,6.42338e+07,150.238,188.464,65434.6,33566.2,0,0,194.55,0,3.30085e+07,33291.7,228308,36065.2,0,0,17069,-6.03272e+07,-6.06674e+07,-5.56324e+07,15,21,30,
varrho0.98n15,0.55,0.5,-2.22934e+07,33735.4,246974,0,0,0,0,0,2.91272e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28867e+07,31556.5,225100,-2.81645e+06,3389.57,5.28867e+07,167.741,569.745,74320.3,32715.1,74320.3,32715.1,0,0,0,0,0,0,0,0,-3.91494e+10,32621.1,226979,21722.7,2008.25,-3.90954e+10,190.541,544.578,5.00006e+09,5.00002e+09,0,0,5e+09,0,4.00332e+10,33463,229194,43773.2,0,0,16928,-7.3662e+07,-6.11002e+07,-4.46208e+07,15,21,30,
varrho0.99n15,0.55,0.5,-9.20003e+08,33735.4,246974,0,0,0,0,0,1.18988e+08,131.358,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51643e+08,31667.6,225868,-1.187e+08,194066,9.51643e+08,-20.1353,-236.246,281497,35669.3,281366,35669.3,0,0,0,0,0,0,0,0,-7.12224e+11,32383,226646,4.19996e+10,4.2e+10,-7.11263e+11,-204.729,-412.259,5.60001e+10,5.6e+10,0,0,6.7e+10,3.1e+10,7.22033e+11,32927.3,228310,47054.6,0,0,17853,-6.45262e+08,-1.40224e+08,4.35195e+08,15,21,30,
varrho1n15,0.55,0.5,-5.36879e+09,33735.4,246974,6.90964e+08,6.90964e+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.30972e+11,31379.7,225673,5.99924e+10,6.06833e+10,-5.30972e+11,159.102,-170.354,7.10378e+09,7.78557e+08,7.10378e+09,7.78557e+08,0,0,0,0,6.60663e+10,0,0,0,-7.19825e+11,32553.1,226247,1.11878e+11,1.13598e+11,-1.2508e+12,-113.595,-376.84,5.44016e+10,5.36231e+10,0,0,1.29e+11,3.9e+10,1.26603e+12,32800,227611,13788,0,0,17820,-3.42709e+09,-7.6943e+07,2.59729e+09,15,21,30,
